pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
02819pl,People,people,"Leadville (Colo.), Harrison Avenue","People, Men, Women, Animals, Horses, Recreation, Snow","A horse and rider pulling a ski jorer going through cones on the ski joring course, 1964 Winter Carnival (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1964,,,,Photo,Scanned Photo,4809,cmhc_item,"/img/derivatives/iiif/images/02819pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02819pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02819pl/manifest.json,cmhc
00498cc,People,people,,"People, Women",Adda Dexter ,Adda Dexter,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,481,cmhc_item,"/img/derivatives/iiif/images/00498cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00498cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00498cc/manifest.json,cmhc
02820pl,People,people,,"People, Men, Animals, Horses, Fields",Two unidentified men watering and tilling a Field (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4810,cmhc_item,"/img/derivatives/iiif/images/02820pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02820pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02820pl/manifest.json,cmhc
02821pl,People,people,,"People, Children, Churches",A young unidentified girl's first Communion portrait (P. Carlson Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4811,cmhc_item,"/img/derivatives/iiif/images/02821pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02821pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02821pl/manifest.json,cmhc
02822pl,People,people,,"People, Men",Portraif of an unidentified man (Cecil Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4812,cmhc_item,"/img/derivatives/iiif/images/02822pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02822pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02822pl/manifest.json,cmhc
02823pl,People,people,,"People, Children",Potrait of an unidentified baby (Elite Studio Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4813,cmhc_item,"/img/derivatives/iiif/images/02823pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02823pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02823pl/manifest.json,cmhc
02824pl,People,people,,"People, Men, Women",Portrait of an unidentified couple (Bennett Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4814,cmhc_item,"/img/derivatives/iiif/images/02824pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02824pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02824pl/manifest.json,cmhc
02825pl,People,people,,"People, Men",Potrait of three unidentified men (J.F. O'Keefe Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4815,cmhc_item,"/img/derivatives/iiif/images/02825pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02825pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02825pl/manifest.json,cmhc
02826pl,People,people,,"People, Men",Portrait of two unidentified young men (W.O. Luke Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4816,cmhc_item,"/img/derivatives/iiif/images/02826pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02826pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02826pl/manifest.json,cmhc
02827pl,People,people,,"People, Children",Portait of an unidentified young boy (W.O. Luke Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4817,cmhc_item,"/img/derivatives/iiif/images/02827pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02827pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02827pl/manifest.json,cmhc
02828pl,People,people,,"People, Men",Portrait of an unidentified man (F.W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4818,cmhc_item,"/img/derivatives/iiif/images/02828pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02828pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02828pl/manifest.json,cmhc
02829pl,People,people,,"People, Men",Portrait of an unidentified man (F.W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4819,cmhc_item,"/img/derivatives/iiif/images/02829pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02829pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02829pl/manifest.json,cmhc
00499cc,People,people,,"People, Women",Harriet Dexter Parvin ,Harriet Dexter Parvin,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,482,cmhc_item,"/img/derivatives/iiif/images/00499cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00499cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00499cc/manifest.json,cmhc
02830pl,People,people,,"People, Men",Portrait of an unidentified man in a striped jacket (F.W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4820,cmhc_item,"/img/derivatives/iiif/images/02830pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02830pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02830pl/manifest.json,cmhc
02831pl,People,people,,"People, Children",Potratit of an unidentified infant (F.W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4821,cmhc_item,"/img/derivatives/iiif/images/02831pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02831pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02831pl/manifest.json,cmhc
02832pl,People,people,,"People, Children",Portait of an unidentified young child (Frank W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4822,cmhc_item,"/img/derivatives/iiif/images/02832pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02832pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02832pl/manifest.json,cmhc
02833pl,People,people,,"People, Men",Portrait of an unidentified young man (F.W. Grove Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4823,cmhc_item,"/img/derivatives/iiif/images/02833pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02833pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02833pl/manifest.json,cmhc
02834pl,People,people,,"People, Men",Portrait of an unidentified man standing with a chair (Schedin Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4824,cmhc_item,"/img/derivatives/iiif/images/02834pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02834pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02834pl/manifest.json,cmhc
02835pl,People,people,,"People, Children",Portrait of an unidentified young child (Payne & Stockdorf Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4825,cmhc_item,"/img/derivatives/iiif/images/02835pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02835pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02835pl/manifest.json,cmhc
02836pl,People,people,,"People, Men",Portrait of an unidentified man (Payne & Stockdorf Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4826,cmhc_item,"/img/derivatives/iiif/images/02836pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02836pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02836pl/manifest.json,cmhc
02837pl,People,people,,"People, Men",Portrait of an unidentified young man (Payne & Stockdorf Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4827,cmhc_item,"/img/derivatives/iiif/images/02837pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02837pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02837pl/manifest.json,cmhc
02838pl,People,people,,"People, Men",Portrait of an unidentified man (Wing's Gallery Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4828,cmhc_item,"/img/derivatives/iiif/images/02838pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02838pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02838pl/manifest.json,cmhc
02839pl,People,people,,"People, Men, Women",Portrait of an unidentified couple (Wing's Gallery Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4829,cmhc_item,"/img/derivatives/iiif/images/02839pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02839pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02839pl/manifest.json,cmhc
00500cc,People,people,,"People, Women",Harriet Dexter Parvin ,Harriet Dexter Parvin,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,483,cmhc_item,"/img/derivatives/iiif/images/00500cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00500cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00500cc/manifest.json,cmhc
02840pl,People,people,,"People, Men",Portrait of an unidentified man with a cane (Payne & Stockdorf Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4830,cmhc_item,"/img/derivatives/iiif/images/02840pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02840pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02840pl/manifest.json,cmhc
02841pl,People,people,,"People, Men, Women",Portait of an unidentified couple (Wing's Gallery Photo),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4831,cmhc_item,"/img/derivatives/iiif/images/02841pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02841pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02841pl/manifest.json,cmhc
02842pl,People,people,,"People, Men, Women",Attached portaits of an unidentified woman and an unidentified man,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4832,cmhc_item,"/img/derivatives/iiif/images/02842pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02842pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02842pl/manifest.json,cmhc
02844pl,People,people,,"People, Women",Portrait of an unidentified young woman,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4833,cmhc_item,"/img/derivatives/iiif/images/02844pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02844pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02844pl/manifest.json,cmhc
02845pl,Buildings & Businesses,bandb,,"Buildings, School",St. Mary's school building on the corner of Hemlock and East 9th Streets (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4834,cmhc_item,"/img/derivatives/iiif/images/02845pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02845pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02845pl/manifest.json,cmhc
02846pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Businesses","Goodwill retail store, on the corner of Harrison Avenue and East 5th Street (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,39.24797,-106.29141,Photo,Scanned Photo,4835,cmhc_item,"/img/derivatives/iiif/images/02846pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02846pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02846pl/manifest.json,cmhc
02847pl,Documents & Objects,docs,,"Objects, Mining","""This is a miner's candleholder. The candle was stuck in the cirular area next to the hook. The holder could be carried to the work area and then hung on a nail or mine car by the hook or imbeded in the mine timers above the miners head through use of the sharp, pointed end. Many of this type were homemade."" - J. LeRoy Wingenbach (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4836,cmhc_item,"/img/derivatives/iiif/images/02847pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02847pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02847pl/manifest.json,cmhc
02848pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Businesses, Automobiles, Snow",The side of the Sears building on Harrison Avenue and West 6th Street (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4837,cmhc_item,"/img/derivatives/iiif/images/02848pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02848pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02848pl/manifest.json,cmhc
02849pl,Buildings & Businesses,bandb,"Leadville (Colo.), Harrison Avenue","Buildings, Businesses",Western Auto on the corner of Harrison Avenue and West 8th Street (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,39.25022,-106.29259,Photo,Scanned Photo,4838,cmhc_item,"/img/derivatives/iiif/images/02849pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02849pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02849pl/manifest.json,cmhc
02850pl,Buildings & Businesses,bandb,,"Buildings, Businesses, People, Automobiles","The CineMoly movie theatre, building has burned down (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4839,cmhc_item,"/img/derivatives/iiif/images/02850pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02850pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02850pl/manifest.json,cmhc
00502cc,People,people,,"People, Men","James V. Dexter, perhaps ",James V. Dexter,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,484,cmhc_item,"/img/derivatives/iiif/images/00502cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00502cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00502cc/manifest.json,cmhc
02851pl,People,people,,"People, Women, Objects, Churches","Six unidentified nuns looking at three crosses on a table, 1957 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,Aug. 1957,,,,Photo,Scanned Photo,4840,cmhc_item,"/img/derivatives/iiif/images/02851pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02851pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02851pl/manifest.json,cmhc
02852pl,People,people,,"People, Men, Women, Churches, Interiors","An unidentified priest giving a Catholic church service, 1957 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,Aug. 1957,,,,Photo,Scanned Photo,4841,cmhc_item,"/img/derivatives/iiif/images/02852pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02852pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02852pl/manifest.json,cmhc
02853pl,People,people,,"People, Men, Buildings, Businesses",A large group of unidentified men on the porch of a saloon,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4842,cmhc_item,"/img/derivatives/iiif/images/02853pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02853pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02853pl/manifest.json,cmhc
02854pl,Mining,mining,,Mining,"""This is that remains of the building at the Dolly B. Mine after the fire. There are many rumors as to thow the fire started, but none are confirmed. It is regretful that such precious Leadville landmarks have been torn down, destroyed, or burned by fire. The mine at one time, produced thousands of dollars in precious metals."" - J. LeRoy Wingenbach (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4843,cmhc_item,"/img/derivatives/iiif/images/02854pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02854pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02854pl/manifest.json,cmhc
02855pl,People,people,,"People, Women, Recreation",Nine unidentified contestants in the 1967 Miss Moly Pageant (Wingenbach Collection),,This photo is property of Lake County Public Library.,1967,,,,Photo,Scanned Photo,4844,cmhc_item,"/img/derivatives/iiif/images/02855pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02855pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02855pl/manifest.json,cmhc
02856pl,Outside Lake County,outside,,"Roads, Tunnels, Mountains","Carleton Tunnel Highway between Leadville and Glenwood Springs, Colo. (Sanborn Photo) (Wingenbach Collection)",,,,,,,Photo,Scanned Photo,4845,cmhc_item,"/img/derivatives/iiif/images/02856pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02856pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02856pl/manifest.json,cmhc
02857pl,People,people,Frisco (Colo.),"People, Men, Interiors","1964 box supper Frisco Republican Ralley, Goldwater & Miller Campaign (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1964,,,,Photo,Scanned Photo,4846,cmhc_item,"/img/derivatives/iiif/images/02857pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02857pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02857pl/manifest.json,cmhc
02858pl,People,people,Twin Lakes (Colo.),"People, Men, Snow",A large group of people working on clearing snow after an avalanche at Twin Lakes in 1962 (Wingenbach Collection),,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4847,cmhc_item,"/img/derivatives/iiif/images/02858pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02858pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02858pl/manifest.json,cmhc
02859pl,People,people,Twin Lakes (Colo.),"People, Men, Snow, Objects","A group of people working on digging something out of the snow - Twin Lakes Avalanche, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4848,cmhc_item,"/img/derivatives/iiif/images/02859pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02859pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02859pl/manifest.json,cmhc
02860pl,Documents & Objects,docs,Twin Lakes (Colo.),"Objects, Automobiles, Snow","A vehicle crushed and buried in the snow - Twin Lakes Avalanche, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4849,cmhc_item,"/img/derivatives/iiif/images/02860pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02860pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02860pl/manifest.json,cmhc
00503cc,People,people,,"People, Men, Women, Children, Recreation",Unidentified group having a picnic ,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,485,cmhc_item,"/img/derivatives/iiif/images/00503cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00503cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00503cc/manifest.json,cmhc
02861pl,People,people,Twin Lakes (Colo.),"People, Snow","Volunteers working to dig through the snow after the Twin Lakes Avalanche, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4850,cmhc_item,"/img/derivatives/iiif/images/02861pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02861pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02861pl/manifest.json,cmhc
02862pl,People,people,Twin Lakes (Colo.),"People, Snow, Houses","Volunteers clearing snow near a house after the Twin Lakes Avalanche, 1962 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4851,cmhc_item,"/img/derivatives/iiif/images/02862pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02862pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02862pl/manifest.json,cmhc
02863pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Houses, Construction, People, Automobiles",Demolition of the Cummings old house on West 7th Street (Francis Bochatey Collection),,This photo is property of Lake County Public Library.,8/28/1974,,,,Photo,Scanned Negative,4852,cmhc_item,"/img/derivatives/iiif/images/02863pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02863pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02863pl/manifest.json,cmhc
02864pl,Climax,climax,Climax (Colo.),"People, Men, Climax Molybdenum Company",Two unidentified men on strike at the Climax Molybdenum Mine in 1962 (Wingenbach Collection),,This photo is property of Lake County Public Library.,1962,,,,Photo,Scanned Photo,4853,cmhc_item,"/img/derivatives/iiif/images/02864pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02864pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02864pl/manifest.json,cmhc
02865pl,Mining,mining,,"Smelters, Mining",American Smelting &Refining Company Smelter (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4854,cmhc_item,"/img/derivatives/iiif/images/02865pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02865pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02865pl/manifest.json,cmhc
02866pl,Buildings & Businesses,bandb,,"Buildings, Houses",An old Leadville housing project apartment building (Wingenbach Collection),,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4855,cmhc_item,"/img/derivatives/iiif/images/02866pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02866pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02866pl/manifest.json,cmhc
02867pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, Construction","Demolition of Crystal Palace, one of Leadville's landmarks which is being torn down at Chestnut and Pine (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4856,cmhc_item,"/img/derivatives/iiif/images/02867pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02867pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02867pl/manifest.json,cmhc
02868pl,People,people,,"People, Men, Businesses, Ceremonies","Three unidentified men cutting the ribbon at the Super Foods grocery store dedication in 1965, building was located at 1100 Poplar Street (Wingenbach Collection)",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Photo,4857,cmhc_item,"/img/derivatives/iiif/images/02868pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02868pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02868pl/manifest.json,cmhc
02869pl,Leadville,leadville,,"Aerials, Mountains, Buildings","A partial aerial view of downtown Leadville with the sun over the mountains, 1966 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,1966,,,,Photo,Scanned Negative,4858,cmhc_item,"/img/derivatives/iiif/images/02869pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02869pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02869pl/manifest.json,cmhc
02870pl,Climax,climax,Climax (Colo.),"Mills, Buildings, Climax Molybdenum Company, Mining","A mill - at the Climax Molybdenum Company mine in Climax, Colorado ",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4859,cmhc_item,"/img/derivatives/iiif/images/02870pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02870pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02870pl/manifest.json,cmhc
00504cc,Railroad Images,rail,Eagle County (Colo.),"Denver & Rio Grand Western Railroad Company, Railroad, Locomotive","Wreck of Denver &Rio Grand train, Dotsero,January 15, 1909 ",,This photo is property of Lake County Civic Center Association.,1/15/1909,2021-03-30,,,Photo,Scanned Negative,486,cmhc_item,"/img/derivatives/iiif/images/00504cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00504cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00504cc/manifest.json,cmhc
02871pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Houses, Snow","A Leadville house in winter, at 320 West 8th Street",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4860,cmhc_item,"/img/derivatives/iiif/images/02871pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02871pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02871pl/manifest.json,cmhc
02872pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, Roads",Buildings on Elm Street in Leadville,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4861,cmhc_item,"/img/derivatives/iiif/images/02872pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02872pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02872pl/manifest.json,cmhc
02873pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Houses, Interiors",Furniture set up in an interior room of the Healy House Museum on Harrison and East 10th Street,,This photo is property of Lake County Public Library.,,,39.25197,-106.29264,Photo,Scanned Negative,4862,cmhc_item,"/img/derivatives/iiif/images/02873pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02873pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02873pl/manifest.json,cmhc
02874pl,People,people,,"People, Men, Recreation, Snow","Three unidentified people gold panning near Leadville, Colorado",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4863,cmhc_item,"/img/derivatives/iiif/images/02874pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02874pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02874pl/manifest.json,cmhc
02875pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Houses, Interiors",Furniture set up in the Healy House Museum parlor on Harrison and East 10th Street,,This photo is property of Lake County Public Library.,,,39.25197,-106.29264,Photo,Scanned Negative,4864,cmhc_item,"/img/derivatives/iiif/images/02875pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02875pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02875pl/manifest.json,cmhc
02876pl,People,people,Leadville (Colo.),"People, Men, Fire Department, Automobiles, Buildings",Four unidentified men posing for a photo in front of a fire truck at the entrance to the old Fire House at 704 Harrison Avenue,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4865,cmhc_item,"/img/derivatives/iiif/images/02876pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02876pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02876pl/manifest.json,cmhc
02877pl,Leadville,leadville,Leadville (Colo.),"Buildings, Churches, Houses, Snow, Mountains",A view of the East side of Leadville in winter taken from the Southeast,,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4866,cmhc_item,"/img/derivatives/iiif/images/02877pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02877pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02877pl/manifest.json,cmhc
02878pl,Outside Lake County,outside,,"Bridges, Roads, Buildings, Railroad","The Red Cliff Bridge near Red Cliff, Colo.",,This photo is property of Lake County Public Library.,,,,,Photo,Scanned Negative,4867,cmhc_item,"/img/derivatives/iiif/images/02878pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02878pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02878pl/manifest.json,cmhc
02879pl,Leadville,leadville,"Leadville (Colo.), Harrison Avenue","People, Recreation, Parade, Harrison Avenue, Automobiles, Buildings",The crowd at Tabor Days watching a parade on Harrison Avenue,,This photo is property of Lake County Public Library.,c. 1947,,,,Photo,Scanned Negative,4868,cmhc_item,"/img/derivatives/iiif/images/02879pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02879pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02879pl/manifest.json,cmhc
02880pl,Leadville,leadville,"Leadville (Colo.), Harrison Avenue","People, Women, Recreation, Parades, Harrison Avenue, Lake County Courthouse",Two women riding on a Tabor Days float in the parade as it passes the Lake County courthouse on Harrison Avenue,,This photo is property of Lake County Public Library.,c. 1947,,39.24821,-106.29193,Photo,Scanned Negative,4869,cmhc_item,"/img/derivatives/iiif/images/02880pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/02880pl/full/1140,/0/default.jpg",/img/derivatives/iiif/02880pl/manifest.json,cmhc
00505cc,Leadville,leadville,Leadville (Colo.),"Mining, Buildings, Mountains",Leadville from Carbonate Hill ,,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24307,-106.27591,Photo,Scanned Negative,487,cmhc_item,"/img/derivatives/iiif/images/00505cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00505cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00505cc/manifest.json,cmhc
