pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
00415pl,People,people,Leadville (Colo.),"People, Men, Women, Children",Unidentified young couple with baby (Brisbois photo),,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,2981,cmhc_item,"/img/derivatives/iiif/images/00415pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00415pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00415pl/manifest.json,cmhc
00416pl,People,people,Leadville (Colo.),"People, Men",Two unidentified men (W.O. Luke photo),,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,2982,cmhc_item,"/img/derivatives/iiif/images/00416pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00416pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00416pl/manifest.json,cmhc
00417pl,People,people,Leadville (Colo.),"People, Men","Unidentified man, circa 1890 (Wings Gallery photo)",,This photo is property of Lake County Public Library.,c. 1890,2021-04-06,,,Photo,Scanned Photo,2983,cmhc_item,"/img/derivatives/iiif/images/00417pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00417pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00417pl/manifest.json,cmhc
00418pl,People,people,Leadville (Colo.),"People, Children, School","Ninth Street School Students, circa 1910",,This photo is property of Lake County Public Library.,c. 1910,2021-04-06,,,Photo,Scanned Photo,2984,cmhc_item,"/img/derivatives/iiif/images/00418pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00418pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00418pl/manifest.json,cmhc
00419pl,People,people,Leadville (Colo.),"People, Men, Mining",Big Four Miners,,This photo is property of Lake County Public Library.,,2021-04-06,39.24946,-106.2331,Photo,Scanned Photo,2985,cmhc_item,"/img/derivatives/iiif/images/00419pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00419pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00419pl/manifest.json,cmhc
00420pl,People,people,Leadville (Colo.),"People, Men, Women","Boom Days 1974: 1973 Boom Days Queen, Patricia Beem, crowning new queen, Karen Thatcher. Second from the right is the First runner up Maggie Johnson; while third from the right is the second runner up Janet Federico. ","Patricia Beem, Karen Thatcher, Maggie Johnson, Janet Federico",This photo is property of Lake County Public Library.,1974,2021-04-06,,,Photo,Scanned Photo,2986,cmhc_item,"/img/derivatives/iiif/images/00420pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00420pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00420pl/manifest.json,cmhc
00421pl,People,people,Leadville (Colo.),"People, Men, Women, Recreation","Square Dancing at the Sixth Street Gym, circa 1970 (Wingenbach Collection)",,This photo is property of Lake County Public Library.,c. 1970,2021-04-06,39.24921,-106.29082,Photo,Scanned Photo,2987,cmhc_item,"/img/derivatives/iiif/images/00421pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00421pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00421pl/manifest.json,cmhc
00422pl,People,people,,"People, Women",Unidentified woman holding a hand made altar cloth,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,2988,cmhc_item,"/img/derivatives/iiif/images/00422pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00422pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00422pl/manifest.json,cmhc
00423pl,People,people,Leadville (Colo.),"People, Men, Children",Father George Spehar conducts first communion at St. Joseph's Catholic Church. (Wingenbach collection),George Spehar,This photo is property of Lake County Public Library.,,2021-04-06,39.24419,-106.29746,Photo,Scanned Photo,2989,cmhc_item,"/img/derivatives/iiif/images/00423pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00423pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00423pl/manifest.json,cmhc
00309cc,Leadville,leadville,Leadville (Colo.),"Buildings, Houses, Mountains ",Looking west from old High School on 9th Street,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,299,cmhc_item,"/img/derivatives/iiif/images/00309cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00309cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00309cc/manifest.json,cmhc
00424pl,Buildings & Businesses,bandb,Leadville (Colo.),Buildings,Lake County Pool (Wingenbach collection),,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,2990,cmhc_item,"/img/derivatives/iiif/images/00424pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00424pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00424pl/manifest.json,cmhc
00425pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Recreation","Lake County Pool, interior (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,2991,cmhc_item,"/img/derivatives/iiif/images/00425pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00425pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00425pl/manifest.json,cmhc
00426pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Fish Hatchery, Automobiles","Leadville National Fish Hatchery, circa 1970 (Wingenbach collection)",,This photo is property of Lake County Public Library.,c. 1970,2021-04-06,39.22634,-106.39176,Photo,Scanned Photo,2992,cmhc_item,"/img/derivatives/iiif/images/00426pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00426pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00426pl/manifest.json,cmhc
00427pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Fish Hatchery, Automobiles",Leadville National Fish Hatchery (Wingenbach collection),,This photo is property of Lake County Public Library.,,2021-04-06,39.22634,-106.39176,Photo,Scanned Photo,2993,cmhc_item,"/img/derivatives/iiif/images/00427pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00427pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00427pl/manifest.json,cmhc
00428pl,People,people,Leadville (Colo.),"People, Men, Fish Hatchery, Lake",Leadville Nartional Fish Hatchery (Wingenbach collection),,This photo is property of Lake County Public Library.,,2021-04-06,39.22634,-106.39176,Photo,Scanned Photo,2994,cmhc_item,"/img/derivatives/iiif/images/00428pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00428pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00428pl/manifest.json,cmhc
00429pl,Mining,mining,Leadville (Colo.),"Buildings, Mining, People, Men",Big Evans Reservoir and Fitzhugh Mine ,,This photo is property of Lake County Public Library.,,2021-04-06,39.25895,-106.26638,Photo,Scanned Photo,2995,cmhc_item,"/img/derivatives/iiif/images/00429pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00429pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00429pl/manifest.json,cmhc
00430pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, Interiors, People","Pioneer Saloon, 100 block of W 2nd Street (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,2996,cmhc_item,"/img/derivatives/iiif/images/00430pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00430pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00430pl/manifest.json,cmhc
00431pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses","Pioneer Saloon, 100 block of W 2nd Street (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,2997,cmhc_item,"/img/derivatives/iiif/images/00431pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00431pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00431pl/manifest.json,cmhc
00432pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses","Pioneer Saloon, 100 block of W 2nd Street (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,2998,cmhc_item,"/img/derivatives/iiif/images/00432pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00432pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00432pl/manifest.json,cmhc
00433pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses","Pastime Saloon, 100 block of W 2nd Street, circa 1960 (Wingenbach collection)",,This photo is property of Lake County Public Library.,c. 1960,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,2999,cmhc_item,"/img/derivatives/iiif/images/00433pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00433pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00433pl/manifest.json,cmhc
00004cc,Mining,mining,,"Assaying, People, Men, Machinery","Two gold bricks on scale pan, worth $3,734, c. 1920",,This photo is property of Lake County Civic Center Association.,1920,2020-10-06,,,Photo,Scanned Negative,3,cmhc_item,"/img/derivatives/iiif/images/00004cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00004cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00004cc/manifest.json,cmhc
00031cc,Leadville,leadville,"Leadville (Colo.), Carbonate Hill","Buildings, Houses, Mining","Carbonate Hill mines and houses, Leadville",,This photo is property of Lake County Civic Center Association.,,2020-10-06,39.24307,-106.27591,Photo,Scanned Negative,30,cmhc_item,"/img/derivatives/iiif/images/00031cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00031cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00031cc/manifest.json,cmhc
00310cc,People,people,,"People, Men, Women, Houses, Interiors","Alva, Josiah, and Esther Bloss ","Alva Bloss, Josiah Bloss, Esther Bloss",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,300,cmhc_item,"/img/derivatives/iiif/images/00310cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00310cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00310cc/manifest.json,cmhc
00434pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses","Pioneer Bar and Pastime Bar, 100 block of W 2nd Street (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,3000,cmhc_item,"/img/derivatives/iiif/images/00434pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00434pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00434pl/manifest.json,cmhc
00435pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, Interiors","Pioneer Saloon, Interior (Wingenbach collection)",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,3001,cmhc_item,"/img/derivatives/iiif/images/00435pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00435pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00435pl/manifest.json,cmhc
00436pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, Interiors","Pioneer Saloon, Interior",,This photo is property of Lake County Public Library.,,2021-04-06,39.24521,-106.29166,Photo,Scanned Photo,3002,cmhc_item,"/img/derivatives/iiif/images/00436pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00436pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00436pl/manifest.json,cmhc
00437pl,People,people,Denver (Colo.),"People, Men",Albert Dwight Searl,Albert Dwight Searl,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3003,cmhc_item,"/img/derivatives/iiif/images/00437pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00437pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00437pl/manifest.json,cmhc
00438pl,Buildings & Businesses,bandb,Leadville (Colo.),"Building, Churches, Interiors","St. Joseph's Church, Victor Kolenc funeral. Victor Kolenc was the first casualty of World War II. Victor died May 2, 1943 and is buried in Carthage, Tunis, Tunisia.",Victor Kolenc,This photo is property of Lake County Public Library.,05/1943,2021-04-06,39.24419,-106.29746,Photo,Scanned Photo,3004,cmhc_item,"/img/derivatives/iiif/images/00438pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00438pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00438pl/manifest.json,cmhc
00439pl,People,people,Leadville (Colo.),"People, Women, Buildings, Houses",Anna (Sterbenc) Ponikvar,Anna (Sterbenc) Ponikvar,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3005,cmhc_item,"/img/derivatives/iiif/images/00439pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00439pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00439pl/manifest.json,cmhc
00440pl,People,people,Langley Field (Va.),"People, Men, Military","Rudy Schlamann, August, 1942",Rudy Schlamann,This photo is property of Lake County Public Library.,08/1942,2021-04-06,,,Photo,Scanned Photo,3006,cmhc_item,"/img/derivatives/iiif/images/00440pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00440pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00440pl/manifest.json,cmhc
00441pl,Leadville,leadville,Leadville (Colo.),"Buildings, Businesses, Parade, People, Automobiles, Tabor Opera House, Harrison Avenue","Matchless Mine Float during a parade on Harrison Avenue in Leadville, Colorado. ",,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3007,cmhc_item,"/img/derivatives/iiif/images/00441pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00441pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00441pl/manifest.json,cmhc
00442pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, People, Men, Women, Children","American House, 215-217 Pine Street, Mrs. Mathilda Nethery (Proprietress) with her children, husband, James Nethery, and two unidentified women","Mathilda Nethery, James Nethery",This photo is property of Lake County Public Library.,,2021-04-06,39.24549,-106.29331,Photo,Scanned Photo,3008,cmhc_item,"/img/derivatives/iiif/images/00442pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00442pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00442pl/manifest.json,cmhc
00443pl,People,people,,"People, Women","Ann Skala, 1937",Ann Skala,This photo is property of Lake County Public Library.,1937,2021-04-06,,,Photo,Scanned Photo,3009,cmhc_item,"/img/derivatives/iiif/images/00443pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00443pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00443pl/manifest.json,cmhc
00311cc,People,people,,"People, Men, Women","Alva Bloss, Esther Bloss, and Alva's son","Alva Bloss, Esther Bloss",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,301,cmhc_item,"/img/derivatives/iiif/images/00311cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00311cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00311cc/manifest.json,cmhc
00444pl,Mining,mining,Climax (Colo.),"Mining, People, Men, Tunnels","Climax: Phillipson Level Portal, circa 1940",,This photo is property of Lake County Public Library.,c. 1940,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3010,cmhc_item,"/img/derivatives/iiif/images/00444pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00444pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00444pl/manifest.json,cmhc
00445pl,People,people,Salt Lake City (Utah),"People, Men, Women, Horses, Wagon","Senior's Excursion Party from Leadville, Colo., Taking in the sights at Salt Lake City, July 9, 1894",,This photo is property of Lake County Public Library.,07/09/1894,2021-04-06,,,Photo,Scanned Photo,3011,cmhc_item,"/img/derivatives/iiif/images/00445pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00445pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00445pl/manifest.json,cmhc
00446pl,People,people,Leadville (Colo.),"People, Men, Women","E. M. X. (Epsilon Mu Chi) Club - December 11, 1909 ",,This photo is property of Lake County Public Library.,12/11/1909,2021-04-06,,,Photo,Scanned Photo,3012,cmhc_item,"/img/derivatives/iiif/images/00446pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00446pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00446pl/manifest.json,cmhc
00447pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Carbonate Hill School,,This photo is property of Lake County Public Library.,,2021-04-06,39.2463,-106.28618,Photo,Scanned Photo,3013,cmhc_item,"/img/derivatives/iiif/images/00447pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00447pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00447pl/manifest.json,cmhc
00448pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Central School,,This photo is property of Lake County Public Library.,,2021-04-06,39.24382,-106.29433,Photo,Scanned Photo,3014,cmhc_item,"/img/derivatives/iiif/images/00448pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00448pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00448pl/manifest.json,cmhc
00449pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Soda Springs School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3015,cmhc_item,"/img/derivatives/iiif/images/00449pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00449pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00449pl/manifest.json,cmhc
00450pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Soda Springs School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3016,cmhc_item,"/img/derivatives/iiif/images/00450pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00450pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00450pl/manifest.json,cmhc
00451pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Crystal Lake School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3017,cmhc_item,"/img/derivatives/iiif/images/00451pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00451pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00451pl/manifest.json,cmhc
00452pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Schools",The Crystal Lake School ,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3018,cmhc_item,"/img/derivatives/iiif/images/00452pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00452pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00452pl/manifest.json,cmhc
00453pl,Buildings & Businesses,bandb,Twin Lakes (Colo.),"Buildings, Schools",The Twin Lakes School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3019,cmhc_item,"/img/derivatives/iiif/images/00453pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00453pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00453pl/manifest.json,cmhc
00312cc,People,people,,"People, Women",Mrs. Norland and Mrs. Bloss ,"Mrs. Bloss, Mrs. Norland",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,302,cmhc_item,"/img/derivatives/iiif/images/00312cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00312cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00312cc/manifest.json,cmhc
00454pl,Buildings & Businesses,bandb,Twin Lakes (Colo.),"Buildings, Schools",The Twin Lakes School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3020,cmhc_item,"/img/derivatives/iiif/images/00454pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00454pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00454pl/manifest.json,cmhc
00455pl,Buildings & Businesses,bandb,Kokomo (Colo.),"Buildings, Schools",The Kokomo School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3021,cmhc_item,"/img/derivatives/iiif/images/00455pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00455pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00455pl/manifest.json,cmhc
00456pl,Buildings & Businesses,bandb,Kokomo (Colo.),"Buildings, Schools",The Kokomo School,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3022,cmhc_item,"/img/derivatives/iiif/images/00456pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00456pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00456pl/manifest.json,cmhc
00457pl,Buildings & Businesses,bandb,Kokomo (Colo.),"Buildings, Schools",The Kokomo School ,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3023,cmhc_item,"/img/derivatives/iiif/images/00457pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00457pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00457pl/manifest.json,cmhc
00458pl,Buildings & Businesses,bandb,Kokomo (Colo.),"Buildings, Schools",The Kokomo School ,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3024,cmhc_item,"/img/derivatives/iiif/images/00458pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00458pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00458pl/manifest.json,cmhc
00459pl,Buildings & Businesses,bandb,Kokomo (Colo.),"Buildings, Schools",The Kokomo School ,,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3025,cmhc_item,"/img/derivatives/iiif/images/00459pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00459pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00459pl/manifest.json,cmhc
00460pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Businesses, People, Men, Automobiles","Motor Sales and Service, 818 Harrison AVenue, circa 1920",,This photo is property of Lake County Public Library.,c. 1920,2021-04-06,39.25122,-106.29238,Photo,Scanned Photo,3026,cmhc_item,"/img/derivatives/iiif/images/00460pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00460pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00460pl/manifest.json,cmhc
00461pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Railroad, Denver and Rio Grande Western Railroad Company","Denver & Rio Grand Railroad Depot, Malta",,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3027,cmhc_item,"/img/derivatives/iiif/images/00461pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00461pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00461pl/manifest.json,cmhc
00462pl,Leadville,leadville,Leadville (Colo.),"Buildings, Businesses, Houses, Mining","Leadville from Chicken Hill, circa 1960",,This photo is property of Lake County Public Library.,c. 1960,2021-04-06,,,Photo,Scanned Photo,3028,cmhc_item,"/img/derivatives/iiif/images/00462pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00462pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00462pl/manifest.json,cmhc
00463pl,Leadville,leadville,Leadville (Colo.),"Graves, Cemetery","Chicken Hill Cemetery, circa 1960. (Wingenbach collection)",,This photo is property of Lake County Public Library.,c. 1960,2021-04-06,,,Photo,Scanned Photo,3029,cmhc_item,"/img/derivatives/iiif/images/00463pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00463pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00463pl/manifest.json,cmhc
00313cc,People,people,Leadville (Colo.),"People, Men, Houses","Josiah Bloss and Bloss home, 218 E. 4th",Josiah Bloss,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,303,cmhc_item,"/img/derivatives/iiif/images/00313cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00313cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00313cc/manifest.json,cmhc
00464pl,Leadville,leadville,Leadville (Colo.),"Graves, Cemetery","Chicken Hill Cemetery, circa 1960. (Wingenbach collection)",,This photo is property of Lake County Public Library.,c. 1960,2021-04-06,,,Photo,Scanned Photo,3030,cmhc_item,"/img/derivatives/iiif/images/00464pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00464pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00464pl/manifest.json,cmhc
00465pl,Leadville,leadville,Leadville (Colo.),"Graves, Cemetery",Chicken Hill Cemetery: Hileman family headstone (Wingenbach collection),"George Hileman, Margaret Hileman",This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3031,cmhc_item,"/img/derivatives/iiif/images/00465pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00465pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00465pl/manifest.json,cmhc
00466pl,People,people,,"People, Men, Women","Edith, Charles, Tom and Rose Bowen","Edith Bowen, Charles Bowen, Tom Bowen, Rose Bowen",This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3032,cmhc_item,"/img/derivatives/iiif/images/00466pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00466pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00466pl/manifest.json,cmhc
00467pl,People,people,,"People, Men, Women, Children",Tom and Rose Bowen and their two daughters,"Tom Bowen, Rose Bowen",This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3033,cmhc_item,"/img/derivatives/iiif/images/00467pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00467pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00467pl/manifest.json,cmhc
00468pl,People,people,,"People, Children","Charles Martin Bowen Jr., circa 1917",Charles Martin Bowen Jr,This photo is property of Lake County Public Library.,c. 1917,2021-04-06,,,Photo,Scanned Photo,3034,cmhc_item,"/img/derivatives/iiif/images/00468pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00468pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00468pl/manifest.json,cmhc
00469pl,Buildings & Businesses,bandb,Leadville (Colo.),"Buildings, Churches","St. George's Episcopal Church, West Fourth and Pine Streets",,This photo is property of Lake County Public Library.,,2021-04-06,39.24665,-106.29371,Photo,Scanned Photo,3035,cmhc_item,"/img/derivatives/iiif/images/00469pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00469pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00469pl/manifest.json,cmhc
00470pl,Leadville,leadville,Leadville (Colo.),"Fish Hatchery, Lake",Leadville National Fish Hatchery: Stocking fish,,This photo is property of Lake County Public Library.,,2021-04-06,39.22634,-106.39176,Photo,Scanned Photo,3036,cmhc_item,"/img/derivatives/iiif/images/00470pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00470pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00470pl/manifest.json,cmhc
00471pl,Climax,climax,Climax (Colo.),"People, Men, Mining, Machinery, Interior, Climax Molybdenum Company","Climax: A lone miner operates a ""Buzzy"" or a ""Stopper"" ",,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3037,cmhc_item,"/img/derivatives/iiif/images/00471pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00471pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00471pl/manifest.json,cmhc
00472pl,Climax,climax,Climax (Colo.),"Mining, Interior, Machinery, Climax Molybdenum Company",Climax: A man operates a slusher on the Storke level ,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3038,cmhc_item,"/img/derivatives/iiif/images/00472pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00472pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00472pl/manifest.json,cmhc
